146.0.240.0,146.0.255.255,4096,07/07/11,velia.net Internetdienste GmbH
146.52.0.0,146.52.255.255,65536,07/07/11,Vodafone Kabel Deutschland GmbH
146.60.0.0,146.60.255.255,65536,11/07/11,Vodafone GmbH
146.107.0.0,146.107.255.255,65536,05/02/91,
146.140.0.0,146.140.255.255,65536,13/02/91,
146.185.96.0,146.185.127.255,8192,13/07/11,Arvato Systems GmbH
146.234.0.0,146.234.255.255,65536,05/03/91,
146.254.0.0,146.254.255.255,65536,11/12/91,SIEMENS AG
146.255.32.0,146.255.47.255,4096,19/07/11,Host Europe GmbH
147.12.96.0,147.12.127.255,8192,28/03/91,
147.54.0.0,147.54.255.255,65536,27/06/91,SIEMENS AG
147.142.0.0,147.142.255.255,65536,12/04/91,
147.172.0.0,147.172.255.255,65536,26/06/91,
147.204.0.0,147.204.255.255,65536,11/04/91,
148.251.0.0,148.251.255.255,65536,01/09/93,
149.172.0.0,149.172.255.255,65536,03/08/11,Unitymedia BW GmbH
149.201.0.0,149.201.255.255,65536,01/05/91,
149.203.0.0,149.203.255.255,65536,24/01/94,
149.204.0.0,149.204.255.255,65536,26/12/91,
149.205.0.0,149.205.255.255,65536,01/05/91,
149.206.0.0,149.206.255.255,65536,10/02/99,
149.207.0.0,149.207.255.255,65536,10/01/94,
149.208.0.0,149.208.255.255,65536,01/09/93,
149.211.0.0,149.211.255.255,65536,10/02/99,
149.213.0.0,149.213.255.255,65536,01/09/93,
149.214.0.0,149.214.255.255,65536,01/09/93,
149.215.0.0,149.215.255.255,65536,01/09/93,
149.216.0.0,149.216.255.255,65536,30/04/97,
149.217.0.0,149.217.255.255,65536,26/05/92,
149.218.0.0,149.218.255.255,65536,08/06/94,
149.219.0.0,149.219.255.255,65536,13/01/94,
149.220.0.0,149.220.255.255,65536,07/07/92,
149.221.0.0,149.221.255.255,65536,01/01/84,
149.222.0.0,149.222.255.255,65536,11/05/94,
149.224.0.0,149.224.255.255,65536,01/09/93,
149.225.0.0,149.225.255.255,65536,28/07/97,
149.226.0.0,149.226.255.255,65536,01/09/93,
149.227.0.0,149.227.255.255,65536,29/07/97,
149.228.0.0,149.228.255.255,65536,25/07/97,
149.229.0.0,149.229.255.255,65536,25/07/97,
149.230.0.0,149.230.255.255,65536,29/07/97,
149.231.0.0,149.231.255.255,65536,29/07/97,
149.232.0.0,149.232.251.255,64512,01/01/84,
149.233.0.0,149.233.31.255,8192,05/05/93,e-shelter services GmbH
149.233.32.0,149.233.63.255,8192,05/05/93,
149.233.64.0,149.233.127.255,16384,05/05/93,
149.233.128.0,149.233.255.255,32768,05/05/93,wilhelm.tel GmbH
149.234.8.0,149.234.127.255,30720,01/01/84,
149.236.0.0,149.236.255.255,65536,05/05/92,
149.237.0.0,149.237.255.255,65536,15/07/97,
149.238.0.0,149.238.255.255,65536,29/06/99,
149.239.0.0,149.239.255.255,65536,16/01/91,
149.240.0.0,149.240.255.255,65536,28/07/97,
149.242.0.0,149.242.255.255,65536,29/03/99,
149.243.0.0,149.243.255.255,65536,06/12/93,
149.244.0.0,149.244.255.255,65536,16/01/91,
149.245.0.0,149.245.255.255,65536,01/09/93,
149.246.0.0,149.246.255.255,65536,28/09/92,SIEMENS AG
149.247.0.0,149.247.255.255,65536,01/09/93,
149.249.0.0,149.249.255.255,65536,01/09/93,
149.250.0.0,149.250.255.255,65536,16/03/93,
151.106.0.0,151.106.63.255,16384,30/05/91,
151.106.64.0,151.106.127.255,16384,30/05/91,
151.136.0.0,151.136.255.255,65536,01/09/93,
151.176.0.0,151.176.255.255,65536,05/09/91,
151.189.0.0,151.189.255.255,65536,01/11/96,
151.217.0.0,151.217.255.255,65536,15/07/19,
151.252.48.0,151.252.63.255,4096,24/08/12,Vautron Rechenzentrum AG
152.143.0.0,152.143.255.255,65536,22/08/91,
153.17.0.0,153.17.255.255,65536,23/09/91,
153.92.0.0,153.92.15.255,4096,23/09/91,
153.92.80.0,153.92.95.255,4096,23/09/91,
153.92.128.0,153.92.159.255,8192,23/09/91,
153.92.160.0,153.92.175.255,4096,23/09/91,
153.92.192.0,153.92.207.255,4096,23/09/91,
153.93.0.0,153.93.255.255,65536,23/09/91,Bundesministerium des Innern
153.94.0.0,153.94.15.255,4096,23/09/91,
153.94.32.0,153.94.47.255,4096,23/09/91,MK Netzdienste GmbH & Co. KG
153.94.128.0,153.94.255.255,32768,23/09/91,MK Netzdienste GmbH & Co. KG
153.95.0.0,153.95.255.255,65536,14/02/92,
153.96.0.0,153.96.255.255,65536,09/07/92,
153.97.0.0,153.97.255.255,65536,09/07/92,
153.98.0.0,153.98.255.255,65536,23/09/91,
153.100.0.0,153.100.255.255,65536,01/01/84,
155.45.0.0,155.45.255.255,65536,14/10/10,
155.56.0.0,155.56.255.255,65536,30/10/91,
155.133.200.0,155.133.223.255,6144,07/11/91,
155.133.224.0,155.133.255.255,8192,07/11/91,
155.250.0.0,155.250.255.255,65536,11/12/91,
156.67.80.0,156.67.127.255,12288,27/03/92,
156.67.128.0,156.67.143.255,4096,27/03/92,
156.67.160.0,156.67.191.255,8192,27/03/92,
156.67.240.0,156.67.255.255,4096,27/03/92,
157.97.32.0,157.97.47.255,4096,13/07/95,
157.162.0.0,157.162.255.255,65536,07/04/04,
157.163.0.0,157.163.255.255,65536,30/12/91,SIEMENS AG
158.181.64.0,158.181.95.255,8192,14/11/11,Tele Columbus AG
158.225.0.0,158.225.255.255,65536,02/04/92,
159.25.0.0,159.25.255.255,65536,02/03/92,
159.51.0.0,159.51.255.255,65536,06/03/92,
159.69.0.0,159.69.255.255,65536,13/03/92,Hetzner Online GmbH
159.100.0.0,159.100.31.255,8192,31/03/92,
159.135.128.0,159.135.159.255,8192,21/10/15,Rackspace Germany GmbH
